Name,Age,Country,Role,Matches,Experience ( in Yrs),Runs,Strike_Rate,Wickets,Economy,Average,Team_Preference,Auction_Price ( in Cr )
Nikhil Sharma,20,India,Allrounder,27,1,5308,98.0,84,8.06,34.86,LSG,12.0
Sandeep Malik,29,West Indies,Allrounder,53,2,4650,96.3,133,5.64,25.15,DC,0.2
Amit Chopra,21,West Indies,Batter,32,2,6181,107.9,5,9.42,52.73,LSG,1.0
Rahul Malik,37,India,Batter,558,19,14366,150.9,5,6.72,42.91,MI,0.5
Amit Singh,38,India,Allrounder,350,15,3418,129.9,183,5.4,31.15,GT,0.2
Ankit Deshmukh,42,West Indies,Wicketkeeper,329,12,11246,118.0,0,0.0,35.41,PBKS,1.0
Pranav Sharma,41,England,Bowler,553,19,3252,134.8,265,5.61,46.89,GT,5.0
Sameer Shetty,26,India,Allrounder,170,6,2273,150.5,260,6.15,52.85,CSK,1.0
Karthik Deshmukh,25,India,Batter,149,7,12731,95.9,10,6.14,34.88,KKR,2.0
Rahul Iyer,32,England,Allrounder,216,11,5549,111.7,254,7.07,29.08,RCB,10.0
Arjun Iyer,38,India,Allrounder,418,19,8535,131.1,86,7.37,25.85,GT,5.0
Amit Kulkarni,19,India,Bowler,16,1,359,135.8,845,7.36,32.69,LSG,1.5
Vikas Yadav,38,India,Wicketkeeper,313,12,3175,136.0,0,0.0,23.94,PBKS,1.5
Aditya Kulkarni,38,South Africa,Allrounder,404,16,3776,105.1,187,6.64,21.45,LSG,2.0
Sandeep Malik,37,India,Bowler,129,7,134,104.0,761,5.29,42.17,PBKS,0.5
Sandeep Khan,33,India,Allrounder,350,14,6453,103.9,165,7.36,20.86,KKR,3.0
Nikhil Shetty,20,West Indies,Allrounder,16,1,4935,95.1,329,7.77,32.04,GT,1.5
Manoj Yadav,27,India,Batter,84,5,13859,144.1,6,7.73,49.35,LSG,7.0
Aditya Singh,31,India,Batter,199,7,12213,109.8,5,8.54,45.21,PBKS,5.0
Vikas Chopra,23,England,Wicketkeeper,69,3,9726,109.8,0,0.0,27.51,RCB,3.0
Karthik Khan,21,England,Batter,51,2,7776,135.7,2,7.91,21.86,DC,1.5
Arjun Patel,25,India,Batter,32,2,13626,142.1,7,6.21,50.08,DC,0.5
Amit Khan,18,West Indies,Batter,18,1,4764,120.7,8,8.12,49.59,DC,7.0
Harshit Shetty,26,Australia,Allrounder,96,4,6931,129.8,179,7.55,31.19,RCB,2.0
Rahul Yadav,20,Australia,Wicketkeeper,56,2,8796,106.9,0,0.0,34.65,DC,1.0
Karthik Yadav,30,Sri Lanka,Batter,81,4,10134,115.4,10,7.0,38.05,GT,0.5
Irfan Malik,39,India,Batter,233,14,5822,143.4,9,6.59,25.09,PBKS,0.5
Rohan Deshmukh,38,India,Batter,358,19,10845,139.8,4,7.68,36.98,CSK,7.0
Ankit Sharma,27,West Indies,Wicketkeeper,47,2,9996,116.7,0,0.0,36.62,RCB,1.0
Karthik Verma,24,Australia,Batter,49,2,11789,154.4,11,8.97,42.09,DC,3.0
Ankit Naidu,31,Sri Lanka,Wicketkeeper,87,3,10100,142.6,0,0.0,20.51,LSG,2.0
Rahul Kulkarni,35,South Africa,Bowler,162,7,3636,152.2,288,7.35,40.13,GT,3.0
Sandeep Reddy,24,South Africa,Wicketkeeper,177,6,11126,140.2,0,0.0,37.95,DC,10.0
Irfan Sharma,24,Australia,Bowler,80,4,266,146.1,483,5.09,40.89,CSK,10.0
Irfan Mehta,42,England,Allrounder,197,12,5340,134.5,387,7.03,49.96,MI,2.0
Vikas Yadav,35,India,Wicketkeeper,98,5,4362,138.9,0,0.0,27.39,DC,0.2
Karthik Iyer,27,West Indies,Batter,83,3,11556,153.8,4,7.63,39.41,MI,2.0
Sandeep Iyer,25,India,Wicketkeeper,155,6,4828,151.3,0,0.0,48.47,SRH,3.0
Aditya Shetty,24,India,Allrounder,73,3,2488,116.0,129,7.33,30.65,RCB,3.0
Sandeep Shetty,22,India,Batter,51,2,3195,121.0,0,8.25,47.96,DC,5.0
Harshit Iyer,33,West Indies,Bowler,85,3,1121,113.7,355,6.89,44.6,SRH,0.5
Sameer Singh,26,India,Batter,132,5,7610,114.4,14,7.73,34.45,MI,5.0
Rohan Shetty,19,India,Allrounder,16,1,4429,116.6,279,8.13,30.06,GT,0.5
Harshit Iyer,41,Australia,Allrounder,129,6,6545,107.9,157,6.23,39.06,PBKS,5.0
Vikas Malik,19,India,Bowler,26,1,844,144.0,761,4.56,27.9,RCB,1.5
Harshit Shetty,23,India,Bowler,94,5,3202,102.5,129,6.27,54.25,KKR,5.0
Harshit Shetty,20,India,Batter,42,2,13465,144.3,9,7.59,46.9,RR,0.2
Nikhil Chopra,29,Sri Lanka,Batter,171,7,10228,144.6,4,8.5,23.52,CSK,2.0
Vikas Kulkarni,38,Australia,Batter,76,3,13395,110.9,1,8.37,47.51,GT,5.0
Irfan Shetty,27,Sri Lanka,Bowler,23,1,3644,149.1,714,7.64,24.02,RCB,1.0
Irfan Deshmukh,24,West Indies,Batter,20,1,13105,116.9,11,7.29,24.28,KKR,7.0
Pranav Yadav,29,England,Wicketkeeper,120,4,10076,100.9,0,0.0,33.47,MI,3.0
Amit Yadav,38,West Indies,Wicketkeeper,163,8,9886,154.5,0,0.0,39.91,GT,3.0
Amit Shetty,32,India,Wicketkeeper,57,3,8671,132.3,0,0.0,36.49,KKR,1.5
Vikas Singh,42,India,Wicketkeeper,27,1,9680,134.7,0,0.0,53.48,PBKS,2.0
Vikas Deshmukh,38,Sri Lanka,Bowler,25,1,184,98.9,619,6.24,37.25,MI,3.0
Vikas Singh,21,India,Allrounder,28,1,2954,118.2,105,8.47,40.79,RCB,2.0
Sandeep Iyer,36,India,Allrounder,356,14,5823,103.5,410,5.37,50.61,MI,5.0
Karthik Patel,31,India,Allrounder,110,5,2194,113.3,305,6.05,33.55,KKR,2.0
Aditya Shetty,21,West Indies,Batter,27,1,3832,100.1,12,9.38,48.66,RR,0.5
Manoj Shetty,23,India,Bowler,87,3,2126,146.0,178,5.3,54.71,MI,0.5
Arjun Shetty,34,Sri Lanka,Wicketkeeper,255,9,10113,115.9,0,0.0,24.53,RR,0.2
Irfan Mehta,20,India,Batter,21,1,13697,140.5,5,6.51,25.07,CSK,1.0
Sandeep Singh,18,India,Wicketkeeper,17,1,8824,110.6,0,0.0,27.15,LSG,5.0
Sameer Khan,37,West Indies,Wicketkeeper,262,12,11720,116.3,0,0.0,22.6,RCB,7.0
Nikhil Patel,39,West Indies,Wicketkeeper,86,3,4970,146.4,0,0.0,50.11,DC,0.5
Sameer Sharma,18,South Africa,Batter,28,1,10661,131.7,10,7.45,42.47,KKR,12.0
Sameer Naidu,35,India,Bowler,45,2,1865,126.2,689,6.85,37.86,KKR,2.0
Rahul Deshmukh,37,West Indies,Bowler,448,15,2524,137.2,818,6.4,32.13,DC,10.0
Karthik Verma,24,England,Allrounder,92,4,4812,111.2,306,6.16,39.21,GT,5.0
Aditya Yadav,28,England,Wicketkeeper,256,9,7336,116.6,0,0.0,38.91,RCB,5.0
Arjun Shetty,27,India,Bowler,118,4,777,145.2,337,5.54,22.56,LSG,0.2
Sandeep Mehta,42,India,Allrounder,65,4,6188,129.5,405,7.0,33.43,KKR,0.5
Sandeep Khan,31,India,Wicketkeeper,240,12,10516,120.3,0,0.0,48.0,MI,0.2
Rohan Chopra,29,Sri Lanka,Wicketkeeper,194,10,3052,111.8,0,0.0,50.5,GT,5.0
Pranav Iyer,30,West Indies,Wicketkeeper,156,8,4996,148.8,0,0.0,42.77,KKR,1.5
Manoj Kulkarni,34,England,Bowler,88,3,1183,131.8,674,6.94,38.38,PBKS,7.0
Aditya Sharma,18,West Indies,Batter,15,1,4639,112.0,5,9.38,25.4,KKR,1.5
Sameer Verma,21,South Africa,Bowler,58,3,816,131.9,140,5.09,26.48,SRH,7.0
Vikas Malik,23,England,Wicketkeeper,150,5,11935,149.5,0,0.0,34.39,PBKS,0.5
Aditya Verma,38,India,Wicketkeeper,104,5,5106,146.0,0,0.0,28.72,CSK,0.5
Sandeep Chopra,42,India,Bowler,71,3,2861,98.6,841,5.19,29.02,KKR,1.5
Amit Shetty,35,India,Batter,218,9,9308,151.8,6,7.72,33.61,DC,2.0
Rahul Malik,36,India,Allrounder,149,8,6483,120.7,348,7.24,21.64,KKR,1.5
Aditya Patel,27,India,Batter,86,3,3820,99.0,6,7.76,50.93,KKR,7.0
Arjun Mehta,27,England,Bowler,89,3,3889,117.7,176,6.86,42.41,PBKS,0.2
Vikas Iyer,35,South Africa,Allrounder,133,6,1624,137.2,403,5.39,48.8,DC,1.5
Manoj Deshmukh,36,England,Allrounder,242,10,4951,112.1,343,7.88,29.23,SRH,7.0
Sameer Yadav,36,England,Bowler,23,1,1301,153.1,331,5.98,52.22,RR,0.2
Karthik Verma,21,Australia,Allrounder,74,3,6345,141.8,285,6.26,52.25,KKR,12.0
Pranav Yadav,29,Sri Lanka,Allrounder,131,7,3115,144.8,118,5.91,29.38,RCB,15.0
Rohan Malik,36,India,Batter,210,13,13612,106.9,13,7.2,37.75,KKR,0.2
Rahul Shetty,21,India,Bowler,23,1,3121,126.7,298,7.2,24.32,LSG,1.0
Harshit Singh,33,West Indies,Wicketkeeper,222,10,5779,110.1,0,0.0,39.7,CSK,1.5
Rohan Patel,24,Australia,Bowler,97,4,179,129.6,708,6.22,22.7,LSG,7.0
Karthik Reddy,32,West Indies,Bowler,160,9,3824,149.6,572,6.86,37.87,PBKS,3.0
Rohan Iyer,39,Sri Lanka,Wicketkeeper,76,4,6201,138.1,0,0.0,51.99,CSK,5.0
Pranav Naidu,32,Sri Lanka,Batter,155,6,8019,135.5,4,8.25,45.25,LSG,5.0
Aditya Chopra,29,South Africa,Batter,40,2,13663,130.0,15,6.91,49.48,MI,0.2
Rahul Mehta,35,Sri Lanka,Batter,291,15,13897,148.8,15,7.04,41.71,RR,7.0
Sameer Patel,32,India,Bowler,174,6,3831,132.4,880,5.61,34.07,RR,5.0
Amit Reddy,32,England,Wicketkeeper,239,10,3876,145.3,0,0.0,36.88,RR,3.0
Vikas Shetty,28,West Indies,Batter,94,5,10122,125.6,4,9.15,43.11,RCB,10.0
Vikas Shetty,27,South Africa,Allrounder,222,8,4825,103.8,326,8.49,45.79,RR,5.0
Arjun Mehta,39,South Africa,Bowler,18,1,2838,145.3,374,4.53,40.88,SRH,0.5
Ankit Malik,29,India,Allrounder,152,6,7789,147.0,215,8.28,22.62,MI,2.0
Arjun Yadav,28,West Indies,Allrounder,188,10,2264,131.1,218,5.48,38.14,PBKS,2.0
Pranav Reddy,32,South Africa,Allrounder,19,1,7278,102.8,350,5.59,39.74,SRH,0.2
Sandeep Yadav,29,West Indies,Wicketkeeper,146,7,7767,97.9,0,0.0,50.58,CSK,12.0
Aditya Reddy,26,Australia,Bowler,149,5,925,142.1,568,7.07,20.56,SRH,0.5
Aditya Chopra,27,Sri Lanka,Batter,215,8,14675,128.0,13,6.17,54.8,GT,5.0
Irfan Mehta,35,South Africa,Allrounder,179,7,5476,115.7,101,6.2,24.7,MI,2.0
Aditya Malik,41,India,Wicketkeeper,323,12,7453,135.5,0,0.0,42.63,RR,0.2
Harshit Yadav,35,England,Wicketkeeper,17,1,11105,101.1,0,0.0,36.36,KKR,10.0
Harshit Verma,31,Sri Lanka,Wicketkeeper,80,3,11496,135.0,0,0.0,37.27,LSG,7.0
Harshit Naidu,19,South Africa,Wicketkeeper,18,1,9990,135.5,0,0.0,48.57,RR,3.0
Pranav Kulkarni,32,India,Batter,59,3,14314,132.0,3,8.4,49.88,CSK,1.0
Sandeep Sharma,37,India,Batter,221,8,7560,118.3,10,9.15,26.06,CSK,0.5
Sandeep Verma,19,Australia,Wicketkeeper,15,1,2939,144.1,0,0.0,27.48,SRH,1.5
Karthik Iyer,37,Australia,Bowler,44,2,660,96.4,389,7.53,52.24,RCB,1.0
Amit Singh,22,South Africa,Bowler,88,3,2696,141.5,100,6.24,33.95,RR,2.0
Arjun Iyer,28,India,Batter,142,9,9528,108.7,14,9.47,29.25,KKR,12.0
Manoj Yadav,36,England,Allrounder,133,6,4297,151.4,235,5.18,35.96,PBKS,3.0
Manoj Sharma,26,India,Bowler,73,3,3310,136.2,459,6.56,50.61,GT,10.0
Rahul Malik,37,India,Batter,354,15,3690,128.7,8,8.33,44.86,MI,5.0
Nikhil Shetty,32,England,Allrounder,172,10,4553,106.2,306,7.63,23.84,CSK,2.0
Sameer Singh,27,India,Bowler,182,9,3143,117.4,844,4.28,37.43,GT,7.0
Sandeep Singh,19,India,Wicketkeeper,17,1,7029,131.9,0,0.0,53.53,GT,2.0
Amit Shetty,21,England,Allrounder,58,2,5127,140.7,137,6.16,38.6,RR,10.0
Arjun Singh,21,England,Bowler,26,1,566,131.9,657,4.84,53.85,MI,1.0
Arjun Reddy,32,Sri Lanka,Bowler,134,5,478,125.4,739,4.47,21.81,RR,0.5
Vikas Yadav,37,West Indies,Bowler,34,2,2261,132.2,880,5.22,49.44,RR,7.0
Arjun Deshmukh,40,Sri Lanka,Batter,231,15,11156,122.8,9,8.56,51.82,PBKS,3.0
Ankit Khan,33,India,Batter,76,3,10597,140.2,11,7.06,36.59,RCB,10.0
Vikas Malik,38,India,Wicketkeeper,45,2,9988,148.9,0,0.0,47.91,PBKS,10.0
Harshit Deshmukh,40,India,Allrounder,222,13,2857,107.9,186,8.16,43.39,KKR,0.2
Harshit Malik,38,Australia,Wicketkeeper,37,2,9036,139.3,0,0.0,45.98,CSK,2.0
Karthik Sharma,31,India,Allrounder,161,9,5730,95.7,228,6.76,29.15,SRH,1.5
Rohan Iyer,25,India,Wicketkeeper,70,3,6708,114.4,0,0.0,49.82,KKR,3.0
Vikas Shetty,23,South Africa,Wicketkeeper,17,1,2658,145.5,0,0.0,23.66,SRH,7.0
Ankit Kulkarni,39,West Indies,Wicketkeeper,471,18,2895,152.0,0,0.0,26.39,PBKS,1.0
Sameer Yadav,32,India,Wicketkeeper,177,9,7140,119.9,0,0.0,27.53,GT,3.0
Aditya Shetty,19,India,Wicketkeeper,27,1,11530,146.6,0,0.0,46.23,PBKS,5.0
Karthik Shetty,22,India,Bowler,70,3,213,135.9,483,5.34,26.45,DC,0.5
Amit Malik,40,England,Allrounder,50,3,6310,117.6,389,6.34,28.33,KKR,7.0
Amit Sharma,29,Sri Lanka,Bowler,157,8,1686,135.7,889,7.33,29.8,PBKS,3.0
Arjun Yadav,29,West Indies,Allrounder,57,3,8870,96.1,376,5.85,32.13,SRH,12.0
Ankit Sharma,20,Australia,Allrounder,25,1,3411,111.7,149,6.84,44.52,RR,1.5
Nikhil Iyer,27,India,Wicketkeeper,103,6,6193,119.7,0,0.0,31.07,SRH,0.2
Sameer Malik,34,South Africa,Wicketkeeper,300,11,7189,151.3,0,0.0,29.2,SRH,2.0
Sameer Kulkarni,34,India,Allrounder,20,1,3968,117.9,303,6.39,28.44,RCB,0.2
Sandeep Yadav,33,India,Bowler,139,5,2636,113.1,249,4.83,50.25,RR,12.0
Pranav Singh,28,India,Allrounder,220,10,7294,135.9,497,7.68,36.0,MI,0.2
Harshit Malik,19,India,Allrounder,15,1,4698,111.0,282,6.78,22.6,CSK,5.0
Aditya Khan,37,India,Wicketkeeper,188,10,3075,114.9,0,0.0,37.35,MI,3.0
Harshit Patel,39,India,Batter,113,4,11555,100.3,5,6.2,29.21,RR,1.5
Ankit Deshmukh,40,Australia,Allrounder,33,2,8664,118.6,344,6.28,24.13,RR,0.2
Pranav Deshmukh,40,Sri Lanka,Batter,289,19,13061,110.7,15,6.79,22.37,KKR,3.0
Nikhil Iyer,41,India,Allrounder,30,2,8486,99.3,486,6.14,44.62,RCB,3.0
Pranav Iyer,28,Sri Lanka,Batter,193,7,8714,114.6,5,7.35,24.43,MI,1.0
Pranav Sharma,29,West Indies,Wicketkeeper,144,5,5953,108.6,0,0.0,28.14,LSG,10.0
Rohan Naidu,29,England,Allrounder,175,10,8976,145.1,107,8.45,20.53,RCB,1.0
Amit Chopra,40,England,Bowler,104,4,3597,110.4,408,6.34,23.65,RR,2.0
Amit Patel,18,Australia,Wicketkeeper,21,1,2562,137.3,0,0.0,24.61,PBKS,3.0
Karthik Patel,29,India,Allrounder,236,11,3616,132.9,101,6.55,39.41,RR,0.2
Manoj Shetty,28,India,Bowler,53,2,1259,142.1,113,7.71,47.1,MI,10.0
Rahul Iyer,24,West Indies,Batter,71,4,10505,95.5,0,7.24,45.7,LSG,1.5
Manoj Sharma,37,Australia,Wicketkeeper,60,4,4648,155.0,0,0.0,34.21,RCB,0.2
Irfan Deshmukh,40,South Africa,Bowler,335,13,2227,103.5,550,7.74,30.38,DC,1.5
Sandeep Mehta,36,India,Allrounder,188,12,1965,123.5,459,5.6,47.89,PBKS,3.0
Manoj Mehta,30,Sri Lanka,Batter,47,3,11710,149.4,6,7.19,39.07,RR,2.0
Arjun Iyer,22,India,Wicketkeeper,47,2,5667,122.9,0,0.0,47.55,DC,5.0
Harshit Shetty,39,India,Batter,270,10,3766,141.4,9,6.36,28.5,CSK,0.2
Amit Sharma,32,West Indies,Allrounder,116,7,4576,131.0,64,5.98,51.57,KKR,1.0
Sandeep Reddy,30,India,Bowler,23,1,1068,133.9,279,6.2,47.18,MI,7.0
Irfan Mehta,25,South Africa,Allrounder,92,4,5719,144.6,449,5.91,34.63,DC,0.2
Karthik Malik,36,Australia,Bowler,333,14,176,116.0,534,4.67,28.61,KKR,7.0
Sandeep Singh,22,Sri Lanka,Wicketkeeper,82,3,10978,108.7,0,0.0,29.89,PBKS,0.2
Sandeep Malik,36,England,Wicketkeeper,379,14,7973,105.9,0,0.0,43.37,CSK,7.0
Sandeep Chopra,18,India,Wicketkeeper,27,1,2629,129.8,0,0.0,42.7,RCB,1.5
Sandeep Yadav,34,India,Allrounder,196,8,6450,141.2,459,6.2,24.54,KKR,3.0
Sameer Kulkarni,34,Sri Lanka,Bowler,409,14,2922,111.5,111,6.17,38.47,LSG,0.5
Sameer Khan,22,India,Allrounder,94,4,7301,142.4,135,6.13,51.19,GT,0.2
Harshit Yadav,25,Sri Lanka,Batter,177,7,13012,105.5,3,8.6,29.62,MI,0.5
Manoj Kulkarni,22,England,Batter,57,2,6152,121.2,6,9.22,52.94,DC,0.5
Sameer Malik,29,South Africa,Wicketkeeper,52,2,7334,118.5,0,0.0,53.31,SRH,1.0
Pranav Reddy,30,India,Allrounder,207,9,5229,134.6,491,8.24,20.31,LSG,2.0
Pranav Kulkarni,21,England,Bowler,32,2,2701,149.7,507,5.52,50.98,PBKS,3.0
Sandeep Verma,21,England,Wicketkeeper,60,3,11954,106.2,0,0.0,33.97,CSK,7.0
Sandeep Kulkarni,26,India,Wicketkeeper,148,8,6217,145.1,0,0.0,40.23,KKR,5.0
Rahul Verma,40,Australia,Wicketkeeper,187,7,7704,145.8,0,0.0,48.93,KKR,3.0
Karthik Patel,31,England,Wicketkeeper,99,5,8605,149.4,0,0.0,24.1,MI,2.0
Aditya Sharma,40,India,Bowler,305,16,3668,100.0,146,4.55,52.73,KKR,2.0
Irfan Shetty,30,India,Allrounder,16,1,6665,98.9,286,6.66,31.25,RR,2.0
Rahul Shetty,19,India,Batter,30,1,8178,143.6,11,7.23,45.74,SRH,7.0
Vikas Singh,38,India,Wicketkeeper,132,6,10658,136.4,0,0.0,20.77,SRH,1.0
Manoj Yadav,18,Australia,Bowler,22,1,3732,107.9,632,7.46,42.02,RCB,0.2
Karthik Patel,38,South Africa,Allrounder,240,9,7149,99.9,330,5.22,20.34,DC,5.0
Nikhil Chopra,37,England,Allrounder,48,3,3641,132.8,248,6.98,21.77,RCB,0.5
Karthik Patel,20,India,Batter,45,2,4851,146.1,8,7.02,23.55,KKR,10.0
Arjun Singh,33,India,Batter,60,2,14923,120.5,0,6.76,49.48,RR,7.0
Manoj Kulkarni,31,India,Batter,199,10,4578,154.8,5,6.89,32.43,RR,0.2
Rohan Reddy,21,West Indies,Wicketkeeper,22,1,7786,118.2,0,0.0,24.27,RR,0.2
Rahul Iyer,21,Australia,Wicketkeeper,72,3,4398,135.8,0,0.0,28.52,KKR,2.0
Vikas Yadav,20,India,Wicketkeeper,16,1,3134,132.7,0,0.0,27.81,PBKS,3.0
Arjun Kulkarni,31,India,Allrounder,308,11,3379,146.4,479,6.36,45.86,RCB,1.0
Manoj Yadav,18,West Indies,Allrounder,17,1,6033,131.5,253,5.54,42.0,SRH,5.0
Nikhil Kulkarni,36,India,Allrounder,291,12,7056,122.9,470,5.32,29.12,RR,3.0
Rohan Deshmukh,42,India,Batter,334,18,4032,141.6,5,7.63,25.54,PBKS,1.5
Arjun Deshmukh,18,Sri Lanka,Batter,21,1,14931,111.2,13,6.43,53.33,RCB,0.2
Ankit Reddy,24,England,Wicketkeeper,141,6,8775,139.9,0,0.0,20.68,LSG,5.0
Amit Mehta,29,West Indies,Bowler,94,5,667,110.4,540,5.52,42.34,DC,0.5
Sameer Kulkarni,38,Australia,Batter,272,11,8261,152.9,12,7.61,27.66,SRH,7.0
Aditya Reddy,32,West Indies,Batter,26,1,11927,137.0,9,8.06,48.89,RCB,2.0
Harshit Singh,37,Australia,Wicketkeeper,82,3,3531,119.4,0,0.0,44.04,GT,3.0
Manoj Chopra,26,India,Batter,119,5,5971,121.1,11,7.06,51.35,RR,10.0
Nikhil Mehta,32,England,Allrounder,60,4,3265,138.1,60,8.32,33.1,GT,10.0
Rohan Verma,34,India,Bowler,106,7,2453,96.6,147,7.12,23.6,PBKS,1.5
Sandeep Patel,28,Australia,Bowler,100,5,2837,112.5,243,6.51,53.3,GT,0.5
Karthik Verma,24,Sri Lanka,Batter,126,6,14582,120.8,11,7.53,43.73,GT,7.0
Rahul Sharma,24,Australia,Batter,81,3,13313,123.5,1,8.69,27.49,LSG,2.0
Vikas Deshmukh,22,Sri Lanka,Wicketkeeper,85,3,5171,141.4,0,0.0,31.21,DC,0.5
Sameer Reddy,35,Sri Lanka,Allrounder,39,2,4909,132.9,459,5.61,23.17,RR,10.0
Ankit Patel,27,Australia,Bowler,111,4,2428,132.9,707,7.69,54.51,RR,0.5
Sandeep Naidu,34,India,Allrounder,419,16,5696,153.3,355,6.19,25.09,CSK,0.2
Harshit Yadav,32,West Indies,Bowler,355,12,1358,97.0,609,4.15,36.27,PBKS,0.2
Manoj Reddy,32,England,Batter,231,10,5410,125.7,8,6.29,31.46,RR,3.0
Amit Yadav,34,South Africa,Bowler,321,12,3492,133.1,517,5.28,25.71,SRH,5.0
Amit Verma,40,India,Bowler,238,15,2556,129.9,459,6.91,52.02,CSK,1.0
Irfan Kulkarni,24,Sri Lanka,Allrounder,72,4,5583,154.0,135,6.28,40.15,RR,1.5
Arjun Shetty,37,South Africa,Wicketkeeper,99,6,4743,153.4,0,0.0,20.95,LSG,1.5
Rohan Patel,42,India,Allrounder,443,17,3390,144.0,372,7.55,21.86,SRH,5.0
Sameer Iyer,25,South Africa,Batter,98,4,3379,143.1,15,8.03,39.64,GT,0.2
Arjun Naidu,33,England,Wicketkeeper,165,6,6931,98.8,0,0.0,44.27,KKR,10.0
Rohan Iyer,27,England,Bowler,134,7,1437,144.0,562,4.23,21.51,GT,1.0
Amit Reddy,27,England,Bowler,124,7,2007,111.5,311,4.52,42.17,RR,15.0
Ankit Singh,28,West Indies,Wicketkeeper,294,10,10848,153.6,0,0.0,24.12,RCB,0.5
Sameer Naidu,19,South Africa,Batter,27,1,10022,117.1,15,6.5,49.27,RR,7.0
Manoj Kulkarni,40,India,Allrounder,100,4,7630,114.3,264,6.64,39.64,KKR,1.0
Ankit Shetty,41,Sri Lanka,Bowler,299,12,2654,119.1,472,4.99,31.64,LSG,0.2
Harshit Sharma,30,India,Batter,249,9,6404,150.5,3,8.81,46.59,CSK,10.0
Harshit Reddy,25,India,Bowler,68,4,3968,125.3,411,5.67,24.38,DC,7.0
Karthik Mehta,28,India,Allrounder,230,9,8994,130.8,106,7.61,51.59,PBKS,2.0
Sandeep Malik,25,India,Batter,83,3,13025,140.6,1,6.7,43.96,MI,5.0
Sameer Malik,30,Sri Lanka,Bowler,133,5,3034,135.0,671,5.01,52.35,RR,3.0
Pranav Naidu,27,India,Wicketkeeper,80,5,8220,150.1,0,0.0,45.19,SRH,7.0
Arjun Shetty,19,Sri Lanka,Batter,22,1,9183,147.3,5,6.17,43.02,RCB,1.0
Aditya Reddy,21,Sri Lanka,Batter,50,3,3486,106.2,12,7.09,24.07,LSG,3.0
Karthik Mehta,30,West Indies,Allrounder,164,10,2545,140.2,324,5.18,28.25,KKR,2.0
Sameer Naidu,24,India,Bowler,135,5,2147,118.8,675,4.09,36.89,GT,1.5
Karthik Shetty,29,South Africa,Bowler,312,11,0,97.6,733,4.64,26.62,GT,10.0
Rohan Singh,24,India,Batter,29,1,13091,99.9,3,8.38,39.43,MI,0.5
Rahul Reddy,41,India,Wicketkeeper,333,14,3130,103.8,0,0.0,26.85,MI,0.5
Rahul Sharma,21,India,Batter,67,3,8697,101.0,5,7.38,26.06,LSG,3.0
Ankit Deshmukh,33,India,Allrounder,248,9,7494,114.8,400,6.22,46.22,MI,5.0
Sameer Kulkarni,20,West Indies,Allrounder,21,1,4027,146.6,428,5.26,48.57,KKR,0.5
Pranav Naidu,37,Australia,Wicketkeeper,325,18,8185,141.0,0,0.0,30.83,GT,1.5
Nikhil Naidu,42,India,Wicketkeeper,324,13,9612,144.4,0,0.0,26.4,GT,12.0
Manoj Iyer,35,South Africa,Wicketkeeper,265,10,5210,102.5,0,0.0,21.57,DC,1.0
Rohan Reddy,42,Sri Lanka,Bowler,185,8,2332,113.5,179,7.57,52.12,MI,5.0
Amit Malik,33,India,Batter,146,8,10952,149.5,13,6.95,51.64,RCB,5.0
Arjun Mehta,26,Sri Lanka,Batter,38,2,10713,124.8,2,9.23,50.31,SRH,2.0
Arjun Chopra,32,West Indies,Bowler,214,10,2188,114.5,578,7.61,34.66,RR,10.0
Arjun Iyer,35,South Africa,Bowler,362,14,2239,113.0,535,6.73,46.38,SRH,5.0
Harshit Singh,20,India,Allrounder,32,2,2839,126.4,288,5.26,24.28,MI,2.0
Rahul Singh,38,West Indies,Bowler,262,16,1466,110.5,702,5.11,49.36,RCB,3.0
Manoj Kulkarni,18,India,Bowler,18,1,2911,143.5,413,4.74,47.79,MI,5.0
Vikas Mehta,40,England,Wicketkeeper,65,4,5143,124.9,0,0.0,28.18,SRH,3.0
Vikas Shetty,35,West Indies,Batter,318,11,11466,122.9,2,6.79,20.31,CSK,10.0
Harshit Patel,41,West Indies,Batter,354,16,5348,152.2,8,7.86,25.41,DC,1.5
Vikas Sharma,34,Sri Lanka,Allrounder,142,7,2035,152.7,242,7.01,50.12,RR,1.0
Vikas Mehta,33,West Indies,Bowler,49,2,419,144.3,299,7.23,30.82,GT,0.5
Nikhil Reddy,40,West Indies,Wicketkeeper,546,20,10886,148.4,0,0.0,52.95,GT,0.2
Harshit Verma,37,Sri Lanka,Bowler,272,16,1268,116.3,790,5.88,34.5,KKR,0.2
Aditya Naidu,38,India,Wicketkeeper,130,7,8515,115.1,0,0.0,27.43,DC,10.0
Rahul Sharma,31,Sri Lanka,Wicketkeeper,72,4,5825,132.1,0,0.0,39.69,GT,5.0
Harshit Yadav,28,West Indies,Batter,147,7,5305,100.8,9,7.62,47.89,CSK,5.0
Irfan Yadav,33,India,Allrounder,31,2,7606,101.9,492,5.61,41.81,DC,3.0
Harshit Iyer,42,West Indies,Wicketkeeper,344,15,4240,118.9,0,0.0,22.09,MI,7.0
Rohan Singh,30,West Indies,Bowler,232,11,2102,141.3,316,5.35,41.53,LSG,2.0
Rahul Yadav,36,India,Allrounder,271,16,8135,106.5,404,6.27,42.11,DC,10.0
